timestamp,action,expiry,confidence,ID
2026-08-23 10:05:17+00:00,PUT,2,75,GBPUSDOTC0823100517
2026-08-23 10:06:03+00:00,WAIT,1,45,GBPUSDOTC0823100603
2026-08-23 10:07:03+00:00,CALL,2,75,GBPUSDOTC0823100703
2026-08-23 10:08:03+00:00,PUT,2,78,GBPUSDOTC0823100803
2026-08-23 10:09:03+00:00,PUT,2,75,GBPUSDOTC0823100903
2026-08-23 10:10:03+00:00,PUT,2,65,GBPUSDOTC0823101003
2026-08-23 10:11:03+00:00,WAIT,1,45,GBPUSDOTC0823101103
2026-08-23 10:12:03+00:00,WAIT,1,45,GBPUSDOTC0823101203
2026-08-23 10:13:02+00:00,PUT,2,68,GBPUSDOTC0823101302
2026-08-23 10:14:03+00:00,PUT,2,75,GBPUSDOTC0823101403
2026-08-23 10:15:11+00:00,CALL,2,85,GBPUSDOTC0823101511
2026-08-23 10:16:03+00:00,CALL,2,82,GBPUSDOTC0823101603
2026-08-23 10:17:03+00:00,PUT,2,75,GBPUSDOTC0823101703
2026-08-23 10:18:03+00:00,CALL,2,75,GBPUSDOTC0823101803
2026-08-23 10:19:03+00:00,WAIT,1,45,GBPUSDOTC0823101903
2026-08-23 10:20:04+00:00,WAIT,1,45,GBPUSDOTC0823102004
2026-08-23 10:21:03+00:00,WAIT,1,45,GBPUSDOTC0823102103
2026-08-23 10:22:03+00:00,WAIT,1,45,GBPUSDOTC0823102203
2026-08-23 10:23:03+00:00,WAIT,1,45,GBPUSDOTC0823102303
2026-08-23 10:24:03+00:00,WAIT,1,45,GBPUSDOTC0823102403
2026-08-23 10:25:04+00:00,WAIT,1,45,GBPUSDOTC0823102504
2026-08-23 10:26:07+00:00,WAIT,1,45,GBPUSDOTC0823102607
2026-08-23 10:27:03+00:00,WAIT,1,45,GBPUSDOTC0823102703
2026-08-23 10:28:03+00:00,WAIT,1,45,GBPUSDOTC0823102803
2026-08-23 10:29:02+00:00,WAIT,1,45,GBPUSDOTC0823102902
2026-08-23 10:30:04+00:00,WAIT,1,45,GBPUSDOTC0823103004
2026-08-23 10:31:03+00:00,WAIT,1,45,GBPUSDOTC0823103103
2026-08-23 10:32:03+00:00,WAIT,1,45,GBPUSDOTC0823103203
2026-08-23 10:33:03+00:00,WAIT,1,45,GBPUSDOTC0823103303
2026-08-23 10:34:03+00:00,WAIT,1,45,GBPUSDOTC0823103403
2026-08-23 10:35:03+00:00,WAIT,1,45,GBPUSDOTC0823103503
2026-08-23 10:36:03+00:00,WAIT,1,45,GBPUSDOTC0823103603
2026-08-23 10:37:03+00:00,WAIT,1,45,GBPUSDOTC0823103703
2026-08-23 10:38:02+00:00,WAIT,1,45,GBPUSDOTC0823103802
2026-08-23 10:39:03+00:00,WAIT,1,45,GBPUSDOTC0823103903
2026-08-23 10:40:03+00:00,WAIT,1,40,GBPUSDOTC0823104003
2026-08-23 10:41:03+00:00,WAIT,1,45,GBPUSDOTC0823104103
2026-08-23 10:42:03+00:00,WAIT,1,45,GBPUSDOTC0823104203
2026-08-23 10:43:03+00:00,WAIT,1,45,GBPUSDOTC0823104303
2026-08-23 10:44:03+00:00,CALL,2,75,GBPUSDOTC0823104403
2026-08-23 10:45:04+00:00,WAIT,1,45,GBPUSDOTC0823104504
2026-08-23 10:46:03+00:00,WAIT,1,45,GBPUSDOTC0823104603
2026-08-23 10:47:03+00:00,WAIT,1,45,GBPUSDOTC0823104703
2026-08-23 10:48:03+00:00,WAIT,1,45,GBPUSDOTC0823104803
2026-08-23 10:49:02+00:00,WAIT,1,35,GBPUSDOTC0823104902
2026-08-23 10:50:04+00:00,WAIT,1,45,GBPUSDOTC0823105004
2026-08-23 10:51:03+00:00,WAIT,1,45,GBPUSDOTC0823105103
2026-08-23 11:07:10+00:00,WAIT,1,45,GBPUSDOTC0823110710
2026-08-23 11:08:03+00:00,WAIT,1,45,GBPUSDOTC0823110803
2026-08-23 11:09:03+00:00,WAIT,1,45,GBPUSDOTC0823110903
2026-08-23 11:10:12+00:00,CALL,2,75,GBPUSDOTC0823111012
2026-08-23 11:11:03+00:00,CALL,2,75,GBPUSDOTC0823111103
2026-08-23 11:12:03+00:00,CALL,2,68,GBPUSDOTC0823111203
2026-08-23 11:13:03+00:00,CALL,2,75,GBPUSDOTC0823111303
2026-08-23 11:14:03+00:00,CALL,2,75,GBPUSDOTC0823111403
2026-08-23 11:15:12+00:00,CALL,2,65,GBPUSDOTC0823111512
2026-08-23 11:16:03+00:00,WAIT,1,45,GBPUSDOTC0823111603
2026-08-23 11:17:03+00:00,WAIT,1,45,GBPUSDOTC0823111703
2026-08-23 11:18:03+00:00,WAIT,1,45,GBPUSDOTC0823111803
2026-08-23 11:19:03+00:00,PUT,3,65,GBPUSDOTC0823111903
2026-08-23 11:20:04+00:00,CALL,2,68,GBPUSDOTC0823112004
2026-08-23 11:21:03+00:00,CALL,2,72,GBPUSDOTC0823112103
2026-08-23 11:22:03+00:00,CALL,3,65,GBPUSDOTC0823112203
2026-08-23 11:23:03+00:00,CALL,3,65,GBPUSDOTC0823112303
2026-08-23 11:24:03+00:00,PUT,3,65,GBPUSDOTC0823112403
2026-08-23 11:25:03+00:00,CALL,2,78,GBPUSDOTC0823112503
2026-08-23 11:26:03+00:00,CALL,3,78,GBPUSDOTC0823112603
2026-08-23 11:27:03+00:00,CALL,3,78,GBPUSDOTC0823112703
2026-08-26 08:52:12+00:00,PUT,2,75,GBPUSDOTC0826085212
2026-08-26 08:53:03+00:00,WAIT,1,45,GBPUSDOTC0826085303
2026-08-26 08:54:03+00:00,WAIT,1,45,GBPUSDOTC0826085403
2026-08-26 08:55:10+00:00,WAIT,1,45,GBPUSDOTC0826085510
2026-08-26 08:57:09+00:00,PUT,3,75,GBPUSDOTC0826085709
2026-08-26 09:01:09+00:00,WAIT,1,45,GBPUSDOTC0826090109
2026-08-26 09:02:03+00:00,WAIT,1,45,GBPUSDOTC0826090203
